authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.24,0.4,1.0,0.3,0.154514,1.0,1.18,12,1.0,0.88,,NA,NonKinetic,12,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,33,2
Title10,Commercial,Sensors,,,Partner_CoDev,test,0.0,,1.0,,1.0,1.64,0.4,,0.6,0.3936,,,32,1.0,,,ISR,NonKinetic,32,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,33,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.62,0.4,1.0,0.32,0.215323,1.0,1.18,31,1.0,0.88,,NA,Kinetic,31,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,34,4
Title10,GovLab,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.5,0.4,,0.6,0.36,,,25,1.0,,,NA,NonKinetic,25,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,34,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.32,0.4,1.0,0.196875,0.107942,1.0,1.18,16,1.0,0.88,,ISR,NonKinetic,16,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,34,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.52,0.4,1.0,0.34,0.214658,1.0,1.18,26,1.0,0.88,,ISR,NonKinetic,26,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,34,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.36,0.4,1.0,0.4,0.225956,1.0,1.18,18,1.0,0.88,,NA,NonKinetic,18,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,34,3
Title10,GovContractor,Land_Warfare,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.56,0.4,,0.65,0.4056,,,28,1.0,,,ISR,NonKinetic,28,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,34,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.5,0.4,1.0,0.2625,0.163548,1.0,1.18,25,1.0,0.88,,ISR,NonKinetic,25,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,34,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,34,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.56,0.4,1.0,0.32,0.207348,1.0,1.18,28,1.0,0.88,,NA,Kinetic,28,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,34,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.1,0.4,1.0,0.36,0.164483,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,34,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.16,0.4,1.0,0.196875,0.094858,1.0,1.18,8,1.0,0.88,,SIGINT,Kinetic,8,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,34,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.06,0.4,1.0,0.21,0.092459,1.0,1.18,3,1.0,0.88,,NA,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,34,3
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.56,0.4,1.0,0.32,0.207348,1.0,1.18,28,1.0,0.88,,ISR,Kinetic,28,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,34,2
Title10,GovLab,C2_JADC2,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.4,0.4,,0.6,0.336,,,20,1.0,,,ISR,NonKinetic,20,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,34,2
MFP11,,Strike,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.22,0.4,1.0,0.65,0.22997,1.0,,11,1.0,,1.0,ISR,NonKinetic,11,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,34,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.62,0.4,1.0,0.23625,0.144517,1.0,1.18,31,1.0,0.8,,MultiINT,NonKinetic,31,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,34,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.118944,1.0,1.18,10,1.0,0.8,,ISR,Kinetic,10,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,34,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.52,0.4,1.0,0.36,0.227285,1.0,1.18,26,1.0,0.88,,CBRNE,NonKinetic,26,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,34,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.6,0.4,1.0,0.36,0.239247,1.0,1.18,30,1.0,0.88,,CBRNE,Kinetic,30,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,34,4
Title10,Commercial,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.18,0.4,,0.6,0.2832,,,9,1.0,,,Medical,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,34,5
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.4,0.176113,1.0,1.18,3,1.0,0.88,,NA,Kinetic,3,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,34,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.66,0.4,1.0,0.32,0.200581,1.0,1.18,33,1.0,0.8,,MultiINT,Kinetic,33,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,34,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.2,0.4,1.0,0.23625,0.117755,1.0,1.18,10,1.0,0.88,,ISR,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,34,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.23625,0.104017,1.0,1.18,3,1.0,0.88,,SIGINT,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,34,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.6,0.4,1.0,0.2625,0.174451,1.0,1.18,30,1.0,0.88,,NA,Kinetic,30,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,34,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.22,0.4,1.0,0.2625,0.133019,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,34,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.14,0.4,1.0,0.196875,0.093222,1.0,1.18,7,1.0,0.88,,ISR,Kinetic,7,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,34,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.26,0.4,1.0,0.3,0.157006,1.0,1.18,13,1.0,0.88,,NA,NonKinetic,13,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,34,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.66,0.4,1.0,0.34,0.234429,1.0,1.18,33,1.0,0.88,,ISR,NonKinetic,33,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,34,3
Title10,,Microelectronics,,,External,test,0.0,1.0,1.0,0.7,,1.64,0.4,1.0,0.71,0.326032,1.0,,32,1.0,,1.0,NA,Kinetic,32,,,,favorable,favorable,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,35,4
Title10,,C2_JADC2,,,ProgramBase,attempt,0.0,1.0,1.0,0.7,,1.64,0.4,1.0,0.71,0.326032,1.0,,32,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable,,,Commercial,start,None,NAVWAR,0603766E,1,DARPA,CCMD,,35,3
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.4,0.166144,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,35,3
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.52,0.4,1.0,0.4,0.252539,1.0,1.18,26,1.0,0.88,,NA,NonKinetic,26,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,35,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.34,0.4,1.0,0.196875,0.109577,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,35,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.54,0.4,1.0,0.34,0.217482,1.0,1.18,27,1.0,0.88,,ISR,NonKinetic,27,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,35,4
Title10,Commercial,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.38,0.4,,0.6,0.3312,,,19,1.0,,,NA,NonKinetic,19,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,35,3
Title10,GovContractor,Land_Warfare,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.58,0.4,,0.65,0.4108,,,29,1.0,,,ISR,NonKinetic,29,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,35,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.52,0.4,1.0,0.2625,0.165729,1.0,1.18,26,1.0,0.88,,ISR,NonKinetic,26,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,35,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,35,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.58,0.4,1.0,0.32,0.210006,1.0,1.18,29,1.0,0.88,,NA,Kinetic,29,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,35,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,35,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.18,0.4,1.0,0.196875,0.096493,1.0,1.18,9,1.0,0.88,,SIGINT,Kinetic,9,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,35,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.08,0.4,1.0,0.21,0.094204,1.0,1.18,4,1.0,0.88,,NA,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,35,3
Title10,,Autonomy_UxS,,,External,test,0.0,1.0,1.0,0.725,,1.58,0.4,1.0,0.6,0.27492,1.0,,29,1.0,,1.0,ISR,Kinetic,29,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,35,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.42,0.4,1.0,0.2625,0.154825,1.0,1.18,21,1.0,0.88,,ISR,NonKinetic,21,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,35,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.4,0.18729,1.0,1.18,12,1.0,0.8,,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,35,3
MFP11,GovContractor,ISR,,,POM,contracting,0.0,,1.0,,1.0,1.64,0.4,,0.65,0.4264,,,32,1.0,,,MultiINT,NonKinetic,32,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,35,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.22,0.4,1.0,0.2625,0.120926,1.0,1.18,11,1.0,0.8,,ISR,Kinetic,11,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,35,4
Title10;Title50,Commercial,CBRNE,,,POM,contracting,0.0,,1.0,,1.0,1.54,0.4,,0.6,0.3696,,,27,1.0,,,CBRNE,NonKinetic,27,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,35,3
Title10;Title50,,Biotechnology,,,POM,test,0.0,1.0,1.0,0.725,,1.62,0.4,1.0,0.66,0.310068,1.0,,31,1.0,,1.0,CBRNE,Kinetic,31,,,,favorable,favorable,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,35,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,Medical,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,35,5
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.4,0.179436,1.0,1.18,4,1.0,0.88,,NA,Kinetic,4,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,35,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.68,0.4,1.0,0.32,0.202998,1.0,1.18,34,1.0,0.8,,MultiINT,Kinetic,34,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,35,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.22,0.4,1.0,0.23625,0.119717,1.0,1.18,11,1.0,0.88,,ISR,Kinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,35,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.23625,0.105979,1.0,1.18,4,1.0,0.88,,SIGINT,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,35,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.62,0.4,1.0,0.2625,0.176632,1.0,1.18,31,1.0,0.88,,NA,Kinetic,31,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,35,2
Title10,,Foundational_Science,0.0,0.75,POM,attempt,,,1.0,,,1.62,0.4,1.0,0.2625,0.176632,1.0,1.18,31,1.0,0.88,,NA,NonKinetic,,,,,not_conducted,,,,GovLab,start,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,,35,3
Title10,GovLab,Foundational_Science,,,POM,contracting,0.0,,1.0,,1.0,1.0,0.49,,0.6,0.294,,,0,1.0,,,NA,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,feasibility,35,3
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.2625,0.1352,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,35,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.16,0.4,1.0,0.196875,0.094858,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,8,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,35,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.28,0.4,1.0,0.3,0.159498,1.0,1.18,14,1.0,0.88,,NA,NonKinetic,14,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,35,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.68,0.4,1.0,0.34,0.237254,1.0,1.18,34,1.0,0.88,,ISR,NonKinetic,34,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,35,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.66,0.4,1.0,0.32,0.220639,1.0,1.18,33,1.0,0.88,,NA,Kinetic,33,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,36,4
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,36,3
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.54,0.4,1.0,0.4,0.255862,1.0,1.18,27,1.0,0.88,,NA,NonKinetic,27,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,36,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.36,0.4,1.0,0.196875,0.111213,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,18,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,36,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.56,0.4,1.0,0.34,0.220307,1.0,1.18,28,1.0,0.88,,ISR,NonKinetic,28,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,36,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.4,0.4,1.0,0.4,0.232602,1.0,1.18,20,1.0,0.88,,NA,NonKinetic,20,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,36,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.6,0.4,1.0,0.4,0.26583,1.0,1.18,30,1.0,0.88,,ISR,NonKinetic,30,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,36,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.54,0.4,1.0,0.2625,0.167909,1.0,1.18,27,1.0,0.88,,ISR,NonKinetic,27,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,36,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,36,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.6,0.4,1.0,0.32,0.212664,1.0,1.18,30,1.0,0.88,,NA,Kinetic,30,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,36,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.14,0.4,1.0,0.36,0.170464,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,36,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.2,0.4,1.0,0.196875,0.098129,1.0,1.18,10,1.0,0.88,,SIGINT,Kinetic,10,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,36,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.1,0.4,1.0,0.21,0.095948,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,36,3
Title10,Commercial,Autonomy_UxS,,,External,contracting,0.0,,1.0,,1.0,1.6,0.4,,0.6,0.384,,,30,1.0,,,ISR,Kinetic,30,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,36,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.2625,0.157006,1.0,1.18,22,1.0,0.88,,ISR,NonKinetic,22,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,36,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.4,0.19031,1.0,1.18,13,1.0,0.8,,ISR,NonKinetic,13,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,36,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.66,0.4,1.0,0.23625,0.148085,1.0,1.18,33,1.0,0.8,,MultiINT,NonKinetic,33,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,36,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.2625,0.122909,1.0,1.18,12,1.0,0.8,,ISR,Kinetic,12,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,36,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.56,0.4,1.0,0.36,0.233266,1.0,1.18,28,1.0,0.88,,CBRNE,NonKinetic,28,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,36,3
Title10;Title50,GovContractor,Biotechnology,,,POM,contracting,0.0,,1.0,,1.0,1.64,0.4,,0.65,0.4264,,,32,1.0,,,CBRNE,Kinetic,32,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,36,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.22,0.4,1.0,0.36,0.182426,1.0,1.18,11,1.0,0.88,,Medical,Kinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,36,5
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,36,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.7,0.4,1.0,0.32,0.205414,1.0,1.18,35,1.0,0.8,,MultiINT,Kinetic,35,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,36,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.24,0.4,1.0,0.23625,0.12168,1.0,1.18,12,1.0,0.88,,ISR,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,36,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.1,0.4,1.0,0.23625,0.107942,1.0,1.18,5,1.0,0.88,,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,36,3
Title10,GovLab,Test_Ranges,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.64,0.4,,0.6,0.3936,,,32,1.0,,,NA,Kinetic,32,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,36,2
